college,link,address
"Manhattan College
",http://job-openings.monster.com/monster/597ed8e8-bad0-4e66-8d1c-28e5711f4b2b,"41-46 50th St, New York, NY 11377
"
"Manhattan College
",http://job-openings.monster.com/monster/a4734c7c-22ff-40fd-84cc-e86461adbc0d,"153 Underhill Ave, New York, NY 11238
"
"Pace University
",http://job-openings.monster.com/monster/7c56f5ea-31dc-4d3e-883c-a5bf889df142,"31-23 80th St, New York, NY 11370
"
"Pace University
",http://job-openings.monster.com/monster/0d6e5dc0-3f26-466b-b43f-9d6455eabe04,"288 Prospect Pl, New York, NY 11238
"
"Pace University
",http://job-openings.monster.com/monster/46a15610-d948-4ca4-9434-e21f924f4e86,"32-19 76th St, New York, NY 11370
"
"Manhattan College
",http://job-openings.monster.com/monster/2ff36ac2-2e4f-4b0c-8dee-ad955412a3d1,"41-22 42nd St, New York, NY 11104
"
"Baruch College
",http://job-openings.monster.com/monster/58a5476c-2d4d-457d-806e-ec9fcbd9fbc6,"47-11 45th St, New York, NY 11377
"
"Pace University
",http://job-openings.monster.com/monster/14ebcf23-6656-4aa2-a56e-d7ecd44a73a6,"41-46 50th St, New York, NY 11377
"
"Fordham University
",http://job-openings.monster.com/monster/73294bec-b73f-4f81-b862-213231e7e424,"4600 Palisade Ave, New York, NY 10471
"
"Baruch College
",http://job-openings.monster.com/monster/e1a17598-a43b-43c2-b941-f521030ddf9a,"288 Prospect Pl, New York, NY 11238
"
"Pace University
",http://job-openings.monster.com/monster/e445ecd6-67f9-4c93-828d-6dd51bbb8e34,"228 Lincoln Pl, New York, NY 11217
"
"Pace University
",http://job-openings.monster.com/monster/2587e057-ab81-4aad-9c51-dcbd36fe4d29,"153 Underhill Ave, New York, NY 11238
"
"Fordham University
",http://job-openings.monster.com/monster/dcd42fed-2491-41bd-ba4a-ab14f1991460,"4650 Hadley Ave, New York, NY 10471
"
"Pace University
",http://job-openings.monster.com/monster/64b6c8ff-a2b9-462c-a2c8-4c3c465d39c3,"41-22 42nd St, New York, NY 11104
"
"Manhattan College
",http://job-openings.monster.com/monster/f540d64a-52c8-498e-b560-3d44b8928694,"4600 Palisade Ave, New York, NY 10471
"
"Pace University
",http://job-openings.monster.com/monster/9aeec48f-2da8-40cf-ac6c-935cb54df85d,"41-15 50th St, New York, NY 11377
"
"Pace University
",http://job-openings.monster.com/monster/89e58332-edb9-4aa5-818b-4d3141541ffc,"4069 Dodgewood Rd, New York, NY 10471
"
"Manhattan College
",http://job-openings.monster.com/monster/06f299d7-7fb7-4321-b1a5-cedc39f7f606,"47-11 45th St, New York, NY 11377
"
"Pace University
",http://job-openings.monster.com/monster/958c2a33-ab96-47e2-95b1-06cb93834673,"32-43 83rd St, New York, NY 11370
"
"Manhattan College
",http://job-openings.monster.com/monster/ed21a0ed-60c8-4e24-aa05-54f651c6942b,"4650 Hadley Ave, New York, NY 10471
"
"Pace University
",http://job-openings.monster.com/monster/b5321076-67e4-489a-b212-f6ff3ec73d45,"32-43 83rd St, New York, NY 11370
"
"Baruch College
",http://job-openings.monster.com/monster/c3439bfb-7766-470d-b56b-63b4790720d9,"32-43 83rd St, New York, NY 11370
"
"Fordham University
",http://job-openings.monster.com/monster/81783c72-5a74-4300-bbc9-47fbc315a81b,"47-11 45th St, New York, NY 11377
"
"Pace University
",http://job-openings.monster.com/monster/6dbc41b6-d5b4-4a9f-81bc-31a869a17b23,"153 Underhill Ave, New York, NY 11238
"
"Pace University
",http://job-openings.monster.com/monster/481b7699-3d15-49b0-a1bb-f8b8300152de,"4645 Independence Ave, New York, NY 10471
"
"Manhattan College
",http://job-openings.monster.com/monster/8feab7cb-bfd4-40cb-bbee-6b97ec78d453,"681 Bergen St, New York, NY 11238
"
"Baruch College
",http://job-openings.monster.com/monster/823b01b9-a392-45e9-82c5-cb52644445cb,"4069 Dodgewood Rd, New York, NY 10471
"
"Pace University
",http://job-openings.monster.com/monster/468a14d4-fbc1-417e-b865-70be7df75302,"41-15 50th St, New York, NY 11377
"
"Fordham University
",http://job-openings.monster.com/monster/654e4a29-f951-4b67-b024-5cb006c6273f,"47-11 45th St, New York, NY 11377
"
"Manhattan College
",http://job-openings.monster.com/monster/83e97792-053a-401a-8042-5ba8865ac5fd,"47-11 45th St, New York, NY 11377
"
"Pace University
",http://job-openings.monster.com/monster/57f44a1b-33be-49a1-a298-38d1ce380425,"32-19 76th St, New York, NY 11370
"
"Fordham University
",http://job-openings.monster.com/monster/09fcb28e-7b68-4df8-bcdc-14d0c66d0b7e,"31-23 80th St, New York, NY 11370
"
"Pace University
",http://job-openings.monster.com/monster/6ac251fc-69ee-4f96-883f-621aa4889c93,"153 Underhill Ave, New York, NY 11238
"
"Baruch College
",http://job-openings.monster.com/monster/8ea60d8a-8d0d-403d-8a76-a86e2643a5d1,"288 Prospect Pl, New York, NY 11238
"
"Fordham University
",http://job-openings.monster.com/monster/331267a7-1b94-46f7-9dbd-eaa1c426773c,"4069 Dodgewood Rd, New York, NY 10471
"
"Pace University
",http://job-openings.monster.com/monster/e3b4012d-d678-4b83-a5bd-48570cfa271a,"153 Underhill Ave, New York, NY 11238
"
"Manhattan College
",http://job-openings.monster.com/monster/662c422d-ac85-409f-87df-cf5ae8c72be1,"32-19 76th St, New York, NY 11370
"
"Fordham University
",http://job-openings.monster.com/monster/5d9ea8ab-faf0-4fe8-b2b3-d122936b9714,"4650 Hadley Ave, New York, NY 10471
"
"Manhattan College
",http://job-openings.monster.com/monster/95f312c1-b25b-4397-9668-4a933ead6e43,"681 Bergen St, New York, NY 11238
"
"Fordham University
",http://job-openings.monster.com/monster/11172469-79c8-4220-baea-824dfed6885a,"228 Lincoln Pl, New York, NY 11217
"
"Pace University
",http://job-openings.monster.com/monster/5a95f30e-1668-4966-80ea-da48ae2a6c87,"4069 Dodgewood Rd, New York, NY 10471
"
"Manhattan College
",http://job-openings.monster.com/monster/0bfd1c04-6b24-45af-ba2f-c4689825413a,"4650 Hadley Ave, New York, NY 10471
"
"Manhattan College
",http://job-openings.monster.com/monster/d8ddec93-5bbc-40f1-9f42-c53875d55b7c,"32-43 83rd St, New York, NY 11370
"
"Pace University
",http://job-openings.monster.com/monster/c18854cb-7fc8-40a1-b89e-bb30d108f95c,"228 Lincoln Pl, New York, NY 11217
"
"Manhattan College
",http://job-openings.monster.com/monster/57e1e102-d24e-4920-9cd2-63669c17703a,"47-11 45th St, New York, NY 11377
"
"Pace University
",http://job-openings.monster.com/monster/2ce3bd6c-5c58-4347-91ef-2c1bd26571be,"32-43 83rd St, New York, NY 11370
"
"Manhattan College
",http://job-openings.monster.com/monster/003fc081-e0d5-49bb-a437-23bf9c8164b8,"32-54 82nd St, New York, NY 11370
"
"Pace University
",http://job-openings.monster.com/monster/7d33ef4f-2c55-4761-b429-2a822498aff5,"32-54 82nd St, New York, NY 11370
"
"Manhattan College
",http://job-openings.monster.com/monster/358ea7d7-5da2-456d-9e48-d800d09cb625,"32-43 83rd St, New York, NY 11370
"
"Fordham University
",http://job-openings.monster.com/monster/d22ae23d-6b2c-4e35-9011-c8abd418c3c9,"9 Ploughmans Bush, New York, NY 10471
"
"Pace University
",http://job-openings.monster.com/monster/2198a274-cea9-4042-ae42-03b92676b295,"4645 Independence Ave, New York, NY 10471
"
"California State University, Northridge
",http://jobview.monster.com/Clerical-Admin-Job-Los-Angeles-CA-US-169179245.aspx,"433 Sunridge St, Los Angeles, CA 90293
"
"California State University, Long Beach
",http://jobview.monster.com/Shipping-Inventory-Clerk-Job-Santa-Fe-Springs-CA-US-169442911.aspx,"1325 Arizona Ave, Los Angeles, CA 90404
"
"Pepperdine University
",http://jobview.monster.com/enrollment-agent-i-2785-758-job-rancho-palos-verdes-ca-us-169742127.aspx,"7200 Rindge Ave, Los Angeles, CA 90293
"
"California State University, Northridge
",http://jobview.monster.com/Warehouse-Clerk-Job-City-of-Industry-CA-US-169441129.aspx,"8136 Zitola Terrace, Los Angeles, CA 90293
"
"California State University, Northridge
",http://jobview.monster.com/Accounts-Receivable-Clerk-Job-City-of-Industry-CA-US-169749205.aspx,"5236 Park Ave, Los Angeles, CA 92845
"
"Pepperdine University
",http://jobview.monster.com/Accounts-Receivable-Payable-Clerk-Job-SANTA-ANA-CA-US-168831721.aspx,"8210 Delgany Ave, Los Angeles, CA 90293
"
"Pepperdine University
",http://jobview.monster.com/Label-Room-Clerk-Seasonal-Position-Job-Fullerton-CA-US-169745866.aspx,"7553 Trask Ave, Los Angeles, CA 90293
"
"California State University, Long Beach
",http://jobview.monster.com/Warehouse-Operations-Clerk-LAX-Area-Job-Los-Angeles-CA-US-168713400.aspx,"395 W Terrace Ln, Los Angeles, CA 90042
"
"California State University, Northridge
",http://jobview.monster.com/Warehouse-Clerk-Driver-Up-to-15-Job-Montebello-CA-US-169393603.aspx,"1321 Euclid St, Los Angeles, CA 90404
"
"California State University, Long Beach
",http://jobview.monster.com/Scanning-Clerk-Job-Chatsworth-CA-US-169437373.aspx,"395 W Terrace Ln, Los Angeles, CA 90042
"
"Pepperdine University
",http://job-openings.monster.com/monster/f79c1356-b582-4b91-bea4-53936fecbee9,"7200 Rindge Ave, Los Angeles, CA 90293
"
"Loyola Marymount University
",http://jobview.monster.com/SHIPPING-CLERKS-NEEDED-FOR-GLENDALE-LOS-ANGELES!!!-Job-Glendale-CA-US-169744862.aspx,"7553 Trask Ave, Los Angeles, CA 90293
"
"California State University, Long Beach
",http://job-openings.monster.com/monster/230a3cda-2917-462c-a09a-4ca4f9badecf,"7553 Trask Ave, Los Angeles, CA 90293
"
"Loyola Marymount University
",http://jobview.monster.com/Accounts-Receivable-Clerk-Job-Los-Angeles-CA-US-169656633.aspx,"1308 9th St, Los Angeles, CA 90401
"
"Pepperdine University
",http://jobview.monster.com/Accounts-Receivable-Clerk-Entertainment-Job-Los-Angeles-CA-US-169530732.aspx,"433 Sunridge St, Los Angeles, CA 90293
"
"California State University, Long Beach
",http://job-openings.monster.com/monster/c142cfd7-1d33-457f-a6d7-465a16f0ec2f,"1079 S Arroyo Blvd, Los Angeles, CA 91105
"
"Pepperdine University
",http://job-openings.monster.com/monster/c43b8e33-b8a6-4c08-846f-ee8a021c2294,"433 Sunridge St, Los Angeles, CA 90293
"
"Loyola Marymount University
",http://job-openings.monster.com/monster/86b2614b-acf3-4b58-9e62-ac2f84f3ec89,"5236 Park Ave, Los Angeles, CA 92845
"
"Loyola Marymount University
",http://job-openings.monster.com/monster/73857ff6-001f-4929-80f2-8bcdb6f8561c,"1218 12th St, Los Angeles, CA 90401
"
"Loyola Marymount University
",http://job-openings.monster.com/monster/2071399c-5c99-439b-aa79-5f3d2a759475,"8210 Delgany Ave, Los Angeles, CA 90293
"
"Loyola Marymount University
",http://job-openings.monster.com/monster/4a6a37e7-9d25-40f6-b45c-33ae2c9aec16,"1325 Arizona Ave, Los Angeles, CA 90404
"
"California State University, Long Beach
",http://job-openings.monster.com/monster/286d14e2-633c-41fd-bc81-e33dd42312a9,"395 W Terrace Ln, Los Angeles, CA 90042
"
"California State University, Northridge
",http://job-openings.monster.com/monster/9f8f3f3b-9123-4f92-8b6e-2a8d857ddcd9,"7200 Rindge Ave, Los Angeles, CA 90293
"
"Pepperdine University
",http://job-openings.monster.com/monster/d27219b6-23e2-4110-8eb4-54aada71a5be,"1049 Larker Ave, Los Angeles, CA 90042
"
"Pepperdine University
",http://job-openings.monster.com/monster/c86391dc-75a2-4b32-801c-447a1270b439,"14335 Cedarwood Ave, Los Angeles, CA 92683
"
"Pepperdine University
",http://job-openings.monster.com/monster/3eff1239-c2ef-49ae-9217-89de3d55ecc3,"13929 Cardillo Dr, Los Angeles, CA 92683
"
"Pepperdine University
",http://job-openings.monster.com/monster/27560e37-5bcc-4d34-a563-7ef3d32977dd,"14335 Cedarwood Ave, Los Angeles, CA 92683
"
"Pepperdine University
",http://job-openings.monster.com/monster/b6ff2e44-4e6a-4c91-8bc3-93b8a4d47d84,"7553 Trask Ave, Los Angeles, CA 90293
"
"California State University, Long Beach
",http://job-openings.monster.com/monster/30c312db-823a-4a55-b920-2f9143e133cd,"421 Lewis St, Los Angeles, CA 90042
"
"California State University, Northridge
",http://job-openings.monster.com/monster/f7f663c2-5cb1-4616-9999-4bae613b11e2,"1308 9th St, Los Angeles, CA 90401
"
"Pepperdine University
",http://job-openings.monster.com/monster/8a4bfdee-80e1-47a7-97ab-42797a35fa3d,"7553 Trask Ave, Los Angeles, CA 90293
"
"Loyola Marymount University
",http://job-openings.monster.com/monster/0f0e49a7-371d-4f8f-be76-75ad35056e5e,"395 W Terrace Ln, Los Angeles, CA 90042
"
"Pepperdine University
",http://job-openings.monster.com/monster/8ec7b627-8dfa-4b2b-8d49-797c761e0d48,"8136 Zitola Terrace, Los Angeles, CA 90293
"
"California State University, Long Beach
",http://job-openings.monster.com/monster/8368310c-5899-4067-8be7-1f655cac4652,"1308 9th St, Los Angeles, CA 90401
"
"Pepperdine University
",http://job-openings.monster.com/monster/69581b5d-539e-487a-880e-82d65d0c11bc,"7553 Trask Ave, Los Angeles, CA 90293
"
"California State University, Long Beach
",http://job-openings.monster.com/monster/8ec7b627-8dfa-4b2b-8d49-797c761e0d48,"421 Lewis St, Los Angeles, CA 90042
"
"California State University, Long Beach
",http://job-openings.monster.com/monster/6d48cd4b-b429-494f-bed1-a76ec409365d,"1321 Euclid St, Los Angeles, CA 90404
"
"California State University, Northridge
",http://job-openings.monster.com/monster/09f62428-436a-44ac-ba5b-0025321d9897,"421 Lewis St, Los Angeles, CA 90042
"
"California State University, Northridge
",http://job-openings.monster.com/monster/f479b2d2-2e10-4481-98ee-5879801e635e,"433 Sunridge St, Los Angeles, CA 90293
"
"Pepperdine University
",http://job-openings.monster.com/monster/85f8be34-a4ac-404c-b464-b84d0e8ec8ef,"1325 Arizona Ave, Los Angeles, CA 90404
"
"California State University, Northridge
",http://job-openings.monster.com/monster/ac9088e4-4d5c-44d9-b47d-037a4943aaf5,"433 Sunridge St, Los Angeles, CA 90293
"
"Pepperdine University
",http://job-openings.monster.com/monster/8200914c-8af2-4bb1-b79d-e995f48ad6bf,"8136 Zitola Terrace, Los Angeles, CA 90293
"
"California State University, Northridge
",http://job-openings.monster.com/monster/69581b5d-539e-487a-880e-82d65d0c11bc,"1308 9th St, Los Angeles, CA 90401
"
"California State University, Northridge
",http://job-openings.monster.com/monster/ba5c6bdf-5837-4cad-81c2-afeaa04d07ca,"7553 Trask Ave, Los Angeles, CA 90293
"
"Loyola Marymount University
",http://job-openings.monster.com/monster/0527e577-0ec7-4f05-bbeb-cd480ef4de25,"1079 S Arroyo Blvd, Los Angeles, CA 91105
"
"California State University, Northridge
",http://job-openings.monster.com/monster/a0518903-ebc2-4bb1-ba45-ea99a63cf0de,"1218 12th St, Los Angeles, CA 90401
"
"Pepperdine University
",http://job-openings.monster.com/monster/58289e7c-3faa-4db1-a03b-890c199fa957,"395 W Terrace Ln, Los Angeles, CA 90042
"
"Pepperdine University
",http://job-openings.monster.com/monster/b30ce32e-b3ad-4d7c-947b-46813f0ab3c1,"1321 Euclid St, Los Angeles, CA 90404
"
"Pepperdine University
",http://job-openings.monster.com/monster/4500b717-2d4a-428e-bce3-64ad902eae03,"8210 Delgany Ave, Los Angeles, CA 90293
"
"Loyola Marymount University
",http://job-openings.monster.com/monster/481e341a-7207-46b6-94cc-f90e90e68c22,"1122 10th St, Los Angeles, CA 90403
"
"Loyola Marymount University
",http://job-openings.monster.com/monster/da15f260-e8dd-4de0-841c-fc2e6e4a489e,"5236 Park Ave, Los Angeles, CA 92845
"
"Pepperdine University
",http://job-openings.monster.com/monster/6e310b14-f16f-486a-9626-524e15d76b6b,"8136 Zitola Terrace, Los Angeles, CA 90293
"
"California State University, Long Beach
",http://job-openings.monster.com/monster/e569a021-8ac3-481a-869d-05f82024d6bb,"421 Lewis St, Los Angeles, CA 90042
"
"Loyola Marymount University
",http://job-openings.monster.com/monster/10cae427-8593-4b0c-bae4-2bc5a6d7ce43,"7200 Rindge Ave, Los Angeles, CA 90293
"
"California State University, Long Beach
",http://job-openings.monster.com/monster/cfb26051-164c-48d9-9f4c-0265a4aa2558,"1325 Arizona Ave, Los Angeles, CA 90404
"
"Pepperdine University
",http://job-openings.monster.com/monster/e12116d7-e05a-4f8a-8a7e-c8ee3c2df2c3,"5236 Park Ave, Los Angeles, CA 92845
"
"California State University, Long Beach
",http://job-openings.monster.com/monster/641068b1-971f-47d0-9f9b-58833b188d53,"1079 S Arroyo Blvd, Los Angeles, CA 91105
"
"California State University, Long Beach
",http://job-openings.monster.com/monster/08c557d6-c7df-4361-95cc-cd6b35e03e2f,"1218 12th St, Los Angeles, CA 90401
"
"Pepperdine University
",http://job-openings.monster.com/monster/00d38e8d-ab24-4a47-bfcf-05c5a45d9dfb,"13929 Cardillo Dr, Los Angeles, CA 92683
"
"Loyola Marymount University
",http://job-openings.monster.com/monster/7e280e3f-b06d-4ebd-8803-afc57ef92bde,"1325 Arizona Ave, Los Angeles, CA 90404
"
"Pepperdine University
",http://job-openings.monster.com/monster/21f7ea05-f74b-49de-96e4-2bf64d71b1df,"1049 Larker Ave, Los Angeles, CA 90042
"
"California State University, Long Beach
",http://job-openings.monster.com/monster/fc563b24-f113-4b8b-89ec-92c475ed96de,"1079 S Arroyo Blvd, Los Angeles, CA 91105
"
"Pepperdine University
",http://job-openings.monster.com/monster/77e74f54-763e-49e2-a38c-aaa89eb9cc4c,"1079 S Arroyo Blvd, Los Angeles, CA 91105
"
"Pepperdine University
",http://job-openings.monster.com/monster/c6c8fe40-d244-45ce-8f8c-623eb241dd0a,"5236 Park Ave, Los Angeles, CA 92845
"
"California State University, Northridge
",http://job-openings.monster.com/monster/2355e02e-f543-4fa3-9173-ad134909e046,"1325 Arizona Ave, Los Angeles, CA 90404
"
"Loyola Marymount University
",http://job-openings.monster.com/monster/1eb154a0-47d2-4f0e-9dd3-2942752fe828,"1325 Arizona Ave, Los Angeles, CA 90404
"
"California State University, Northridge
",http://job-openings.monster.com/monster/e1740f01-3e3f-419d-bb27-818acd2e3394,"13929 Cardillo Dr, Los Angeles, CA 92683
"
"California State University, Northridge
",http://job-openings.monster.com/monster/bdfe7ef1-caf0-47fa-9cae-475f4a50d156,"1122 10th St, Los Angeles, CA 90403
"
"California State University, Northridge
",http://job-openings.monster.com/monster/a20fca6f-2e28-488c-a917-17c466dcb0d3,"15415 Dogwood St, Los Angeles, CA 92683
"
"California State University, Northridge
",http://job-openings.monster.com/monster/21b4e98c-70f9-4558-af0c-07de5f644045,"395 W Terrace Ln, Los Angeles, CA 90042
"
"California State University, Long Beach
",http://job-openings.monster.com/monster/a4e629dd-c837-4328-84ae-0f54c16e7e2a,"5236 Park Ave, Los Angeles, CA 92845
"
"Loyola Marymount University
",http://job-openings.monster.com/monster/c68a9b98-8adb-4477-bde1-948c998175ab,"15415 Dogwood St, Los Angeles, CA 92683
"
"Loyola Marymount University
",http://job-openings.monster.com/monster/3283cecb-54e1-4d36-aa34-f5bb2313ba6c,"7553 Trask Ave, Los Angeles, CA 90293
"
"Pepperdine University
",http://job-openings.monster.com/monster/8b0328d8-5969-4a34-acad-afad8e2c9793,"1049 Larker Ave, Los Angeles, CA 90042
"
"Loyola Marymount University
",http://job-openings.monster.com/monster/d1b44618-700b-4d4e-8f6d-d0d11cd7acda,"1218 12th St, Los Angeles, CA 90401
"
"California State University, Northridge
",http://job-openings.monster.com/monster/60dc4564-5633-4748-bf71-1b4f4d53f2b5,"15415 Dogwood St, Los Angeles, CA 92683
"
"California State University, Northridge
",http://job-openings.monster.com/monster/19c94b44-d8a3-462c-aedb-26d35fc84c7d,"1079 S Arroyo Blvd, Los Angeles, CA 91105
"
"Loyola Marymount University
",http://job-openings.monster.com/monster/7454b691-06e0-46ac-9c70-5cc8d88c3ffd,"1218 12th St, Los Angeles, CA 90401
"
"California State University, Long Beach
",http://job-openings.monster.com/monster/97467577-73d6-4402-bdab-6a5d51c27ded,"5236 Park Ave, Los Angeles, CA 92845
"
"Loyola Marymount University
",http://job-openings.monster.com/monster/3376dc77-3e88-4b81-a589-637c90eece3f,"1122 10th St, Los Angeles, CA 90403
"
"Pepperdine University
",http://job-openings.monster.com/monster/99949f48-4092-4c91-8601-540f11dcf755,"7200 Rindge Ave, Los Angeles, CA 90293
"
"Loyola Marymount University
",http://job-openings.monster.com/monster/b71ae274-002b-40e9-946a-74b7fe408d3e,"1218 12th St, Los Angeles, CA 90401
"
"California State University, Long Beach
",http://job-openings.monster.com/monster/7ab4378e-cf99-4884-8984-5df3d61e566d,"1325 Arizona Ave, Los Angeles, CA 90404
"
"Loyola Marymount University
",http://job-openings.monster.com/monster/75449d96-3642-4ec0-ac70-2093f489603e,"1321 Euclid St, Los Angeles, CA 90404
"
"California State University, Northridge
",http://job-openings.monster.com/monster/6a7aaef1-d108-4382-bb4a-717ee6962ba2,"6414 Roble Ave, Los Angeles, CA 90042
"
"California State University, Long Beach
",http://job-openings.monster.com/monster/79bc853c-46df-4c09-9075-70ea8ed6831e,"433 Sunridge St, Los Angeles, CA 90293
"
"Pepperdine University
",http://job-openings.monster.com/monster/78568f9e-d061-4a3a-8e12-ca8f1c0e8604,"1308 9th St, Los Angeles, CA 90401
"
"California State University, Long Beach
",http://job-openings.monster.com/monster/ceebe34a-346c-4fe5-b09d-ca13162ac0e9,"395 W Terrace Ln, Los Angeles, CA 90042
"
"Loyola Marymount University
",http://job-openings.monster.com/monster/dc8bf450-6f27-4ecc-834c-90df76d1f52b,"15415 Dogwood St, Los Angeles, CA 92683
"
"Loyola Marymount University
",http://job-openings.monster.com/monster/c8ee395f-b466-4cf5-ab6f-c0e7ace73e16,"5236 Park Ave, Los Angeles, CA 92845
"
"Pepperdine University
",http://job-openings.monster.com/monster/abcc5074-cdef-4b9a-a771-fc52c05a5c97,"14335 Cedarwood Ave, Los Angeles, CA 92683
"
